subset,seed,left_point,right_point,maintenance_lead_cycles,late_to_early_cost_ratio,independent_unit,design_role,left_service_rate,right_service_rate,delta_service_rate,left_false_late_rate,right_false_late_rate,delta_false_late_rate,left_false_early_rate,right_false_early_rate,delta_false_early_rate,left_decision_cost_per_engine,right_decision_cost_per_engine,delta_decision_cost_per_engine,action_disagreement_rate,n_engines
FD003,123,core,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.17,0.18,-0.009999999999999981,0.0,0.0,0.0,0.03,0.04,-0.010000000000000002,0.03,0.04,-0.010000000000000002,0.01,100
FD003,123,asym,core,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16,0.17,-0.010000000000000009,0.0,0.0,0.0,0.02,0.03,-0.009999999999999998,0.02,0.03,-0.009999999999999998,0.01,100
FD003,123,asym,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.22,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,100
FD003,123,core,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.22,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,100
FD003,123,asym,core,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.22,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,100
FD003,123,asym,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.22,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,100
FD003,123,core,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.22,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,100
FD003,123,asym,core,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.22,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,100
FD003,123,asym,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.22,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,100
FD003,123,core,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.22,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,100
FD003,123,asym,core,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.22,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,100
FD003,2024,asym,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.11,0.09,0.020000000000000004,0.0,0.0,0.0,0.05,0.03,0.020000000000000004,0.05,0.03,0.020000000000000004,0.02,100
FD003,2024,core,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.09,-0.01999999999999999,0.0,0.0,0.0,0.01,0.03,-0.019999999999999997,0.01,0.03,-0.019999999999999997,0.02,100
FD003,2024,asym,core,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.11,0.07,0.039999999999999994,0.0,0.0,0.0,0.05,0.01,0.04,0.05,0.01,0.04,0.04,100
FD003,2024,asym,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.11,0.09,0.020000000000000004,0.0,0.0,0.0,0.05,0.03,0.020000000000000004,0.05,0.03,0.020000000000000004,0.02,100
FD003,2024,core,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.09,-0.01999999999999999,0.0,0.0,0.0,0.01,0.03,-0.019999999999999997,0.01,0.03,-0.019999999999999997,0.02,100
FD003,2024,asym,core,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.11,0.07,0.039999999999999994,0.0,0.0,0.0,0.05,0.01,0.04,0.05,0.01,0.04,0.04,100
FD003,2024,asym,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.11,0.09,0.020000000000000004,0.0,0.0,0.0,0.05,0.03,0.020000000000000004,0.05,0.03,0.020000000000000004,0.02,100
FD003,2024,core,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.09,-0.01999999999999999,0.0,0.0,0.0,0.01,0.03,-0.019999999999999997,0.01,0.03,-0.019999999999999997,0.02,100
FD003,2024,asym,core,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.11,0.07,0.039999999999999994,0.0,0.0,0.0,0.05,0.01,0.04,0.05,0.01,0.04,0.04,100
FD003,2024,asym,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.19,0.16,0.03,0.0,0.0,0.0,0.05,0.02,0.030000000000000002,0.05,0.02,0.030000000000000002,0.03,100
FD003,2024,core,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.16,-0.01999999999999999,0.0,0.0,0.0,0.0,0.02,-0.02,0.0,0.02,-0.02,0.02,100
FD003,2024,asym,core,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.19,0.14,0.04999999999999999,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.05,0.05,100
FD003,2024,asym,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.19,0.16,0.03,0.0,0.0,0.0,0.05,0.02,0.030000000000000002,0.05,0.02,0.030000000000000002,0.03,100
FD003,2024,core,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.16,-0.01999999999999999,0.0,0.0,0.0,0.0,0.02,-0.02,0.0,0.02,-0.02,0.02,100
FD003,2024,asym,core,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.19,0.14,0.04999999999999999,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.05,0.05,100
FD003,2024,asym,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.19,0.16,0.03,0.0,0.0,0.0,0.05,0.02,0.030000000000000002,0.05,0.02,0.030000000000000002,0.03,100
FD003,2024,core,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.16,-0.01999999999999999,0.0,0.0,0.0,0.0,0.02,-0.02,0.0,0.02,-0.02,0.02,100
FD003,2024,asym,core,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.19,0.14,0.04999999999999999,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.05,0.05,100
FD003,2024,asym,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.22,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,100
FD003,2024,core,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.22,-0.010000000000000009,0.01,0.0,0.01,0.02,0.02,0.0,0.04,0.02,0.02,0.01,100
FD003,2024,asym,core,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.21,0.010000000000000009,0.0,0.01,-0.01,0.02,0.02,0.0,0.02,0.04,-0.02,0.01,100
FD003,2024,asym,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.22,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,100
FD003,2024,core,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.22,-0.010000000000000009,0.01,0.0,0.01,0.02,0.02,0.0,0.07,0.02,0.05,0.01,100
FD003,2024,asym,core,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.21,0.010000000000000009,0.0,0.01,-0.01,0.02,0.02,0.0,0.02,0.07,-0.05,0.01,100
FD003,2024,asym,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.22,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,0.02,0.0,0.0,100
FD003,2024,core,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.22,-0.010000000000000009,0.01,0.0,0.01,0.02,0.02,0.0,0.12,0.02,0.09999999999999999,0.01,100
FD003,2024,asym,core,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.22,0.21,0.010000000000000009,0.0,0.01,-0.01,0.02,0.02,0.0,0.02,0.12,-0.09999999999999999,0.01,100
FD003,2025,asym,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.1,-0.03,0.01,0.0,0.01,0.02,0.04,-0.02,0.04,0.04,0.0,0.03,100
FD003,2025,core,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.1,-0.03,0.01,0.0,0.01,0.02,0.04,-0.02,0.04,0.04,0.0,0.03,100
FD003,2025,asym,core,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.07,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.04,0.04,0.0,0.0,100
FD003,2025,asym,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.1,-0.03,0.01,0.0,0.01,0.02,0.04,-0.02,0.07,0.04,0.030000000000000006,0.03,100
FD003,2025,core,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.1,-0.03,0.01,0.0,0.01,0.02,0.04,-0.02,0.07,0.04,0.030000000000000006,0.03,100
FD003,2025,asym,core,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.07,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.07,0.07,0.0,0.0,100
FD003,2025,asym,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.1,-0.03,0.01,0.0,0.01,0.02,0.04,-0.02,0.12,0.04,0.07999999999999999,0.03,100
FD003,2025,core,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.1,-0.03,0.01,0.0,0.01,0.02,0.04,-0.02,0.12,0.04,0.07999999999999999,0.03,100
FD003,2025,asym,core,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.07,0.07,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.12,0.12,0.0,0.0,100
FD003,2025,asym,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.18,-0.03999999999999998,0.01,0.0,0.01,0.01,0.04,-0.03,0.03,0.04,-0.010000000000000002,0.04,100
FD003,2025,core,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.18,-0.03999999999999998,0.01,0.0,0.01,0.01,0.04,-0.03,0.03,0.04,-0.010000000000000002,0.04,100
FD003,2025,asym,core,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.14,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.03,0.03,0.0,0.0,100
FD003,2025,asym,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.18,-0.03999999999999998,0.01,0.0,0.01,0.01,0.04,-0.03,0.06,0.04,0.019999999999999997,0.04,100
FD003,2025,core,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.18,-0.03999999999999998,0.01,0.0,0.01,0.01,0.04,-0.03,0.06,0.04,0.019999999999999997,0.04,100
FD003,2025,asym,core,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.14,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.06,0.06,0.0,0.0,100
FD003,2025,asym,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.18,-0.03999999999999998,0.01,0.0,0.01,0.01,0.04,-0.03,0.11,0.04,0.07,0.04,100
FD003,2025,core,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.18,-0.03999999999999998,0.01,0.0,0.01,0.01,0.04,-0.03,0.11,0.04,0.07,0.04,100
FD003,2025,asym,core,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.14,0.14,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.11,0.11,0.0,0.0,100
FD003,2025,asym,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.22,-0.01999999999999999,0.01,0.0,0.01,0.01,0.02,-0.01,0.03,0.02,0.009999999999999998,0.02,100
FD003,2025,core,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.22,-0.01999999999999999,0.01,0.0,0.01,0.01,0.02,-0.01,0.03,0.02,0.009999999999999998,0.02,100
FD003,2025,asym,core,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.2,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.03,0.03,0.0,0.0,100
FD003,2025,asym,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.22,-0.01999999999999999,0.01,0.0,0.01,0.01,0.02,-0.01,0.06,0.02,0.039999999999999994,0.02,100
FD003,2025,core,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.22,-0.01999999999999999,0.01,0.0,0.01,0.01,0.02,-0.01,0.06,0.02,0.039999999999999994,0.02,100
FD003,2025,asym,core,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.2,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.06,0.06,0.0,0.0,100
FD003,2025,asym,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.22,-0.01999999999999999,0.01,0.0,0.01,0.01,0.02,-0.01,0.11,0.02,0.09,0.02,100
FD003,2025,core,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.22,-0.01999999999999999,0.01,0.0,0.01,0.01,0.02,-0.01,0.11,0.02,0.09,0.02,100
FD003,2025,asym,core,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2,0.2,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.11,0.11,0.0,0.0,100
FD003,2026,asym,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.09,0.08,0.009999999999999995,0.0,0.01,-0.01,0.03,0.03,0.0,0.03,0.05,-0.020000000000000004,0.01,100
FD003,2026,core,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.09,0.08,0.009999999999999995,0.0,0.01,-0.01,0.03,0.03,0.0,0.03,0.05,-0.020000000000000004,0.01,100
FD003,2026,asym,core,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.09,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.03,0.0,0.0,100
FD003,2026,asym,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.09,0.08,0.009999999999999995,0.0,0.01,-0.01,0.03,0.03,0.0,0.03,0.08,-0.05,0.01,100
FD003,2026,core,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.09,0.08,0.009999999999999995,0.0,0.01,-0.01,0.03,0.03,0.0,0.03,0.08,-0.05,0.01,100
FD003,2026,asym,core,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.09,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.03,0.0,0.0,100
FD003,2026,asym,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.09,0.08,0.009999999999999995,0.0,0.01,-0.01,0.03,0.03,0.0,0.03,0.13,-0.1,0.01,100
FD003,2026,core,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.09,0.08,0.009999999999999995,0.0,0.01,-0.01,0.03,0.03,0.0,0.03,0.13,-0.1,0.01,100
FD003,2026,asym,core,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.09,0.09,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.03,0.0,0.0,100
FD003,2026,asym,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16,0.16,0.0,0.01,0.01,0.0,0.03,0.03,0.0,0.05,0.05,0.0,0.0,100
FD003,2026,core,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.15,0.16,-0.010000000000000009,0.01,0.01,0.0,0.02,0.03,-0.009999999999999998,0.04,0.05,-0.010000000000000002,0.01,100
FD003,2026,asym,core,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16,0.15,0.010000000000000009,0.01,0.01,0.0,0.03,0.02,0.009999999999999998,0.05,0.04,0.010000000000000002,0.01,100
FD003,2026,asym,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16,0.16,0.0,0.01,0.01,0.0,0.03,0.03,0.0,0.08,0.08,0.0,0.0,100
FD003,2026,core,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.15,0.16,-0.010000000000000009,0.01,0.01,0.0,0.02,0.03,-0.009999999999999998,0.07,0.08,-0.009999999999999995,0.01,100
FD003,2026,asym,core,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16,0.15,0.010000000000000009,0.01,0.01,0.0,0.03,0.02,0.009999999999999998,0.08,0.07,0.009999999999999995,0.01,100
FD003,2026,asym,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16,0.16,0.0,0.01,0.01,0.0,0.03,0.03,0.0,0.13,0.13,0.0,0.0,100
FD003,2026,core,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.15,0.16,-0.010000000000000009,0.01,0.01,0.0,0.02,0.03,-0.009999999999999998,0.12,0.13,-0.010000000000000009,0.01,100
FD003,2026,asym,core,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.16,0.15,0.010000000000000009,0.01,0.01,0.0,0.03,0.02,0.009999999999999998,0.13,0.12,0.010000000000000009,0.01,100
FD003,2026,asym,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.21,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.04,0.04,0.0,0.0,100
FD003,2026,core,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.21,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.04,0.04,0.0,0.0,100
FD003,2026,asym,core,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.21,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.04,0.04,0.0,0.0,100
FD003,2026,asym,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.21,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.07,0.07,0.0,0.0,100
FD003,2026,core,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.21,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.07,0.07,0.0,0.0,100
FD003,2026,asym,core,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.21,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.07,0.07,0.0,0.0,100
FD003,2026,asym,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.21,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.12,0.12,0.0,0.0,100
FD003,2026,core,rast,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.21,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.12,0.12,0.0,0.0,100
FD003,2026,asym,core,30.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.21,0.21,0.0,0.01,0.01,0.0,0.02,0.02,0.0,0.12,0.12,0.0,0.0,100
FD004,42,asym,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.0846774193548387,0.08870967741935484,-0.004032258064516139,0.004032258064516129,0.004032258064516129,0.0,0.03225806451612903,0.036290322580645164,-0.004032258064516132,0.04032258064516129,0.04435483870967742,-0.004032258064516132,0.028225806451612902,248
FD004,42,core,rast,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.125,0.08870967741935484,0.03629032258064516,0.0,0.004032258064516129,-0.004032258064516129,0.06854838709677419,0.036290322580645164,0.032258064516129024,0.06854838709677419,0.04435483870967742,0.024193548387096767,0.036290322580645164,248
FD004,42,asym,core,10.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.0846774193548387,0.125,-0.040322580645161296,0.004032258064516129,0.0,0.004032258064516129,0.03225806451612903,0.06854838709677419,-0.03629032258064516,0.04032258064516129,0.06854838709677419,-0.0282258064516129,0.04032258064516129,248
FD004,42,asym,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.0846774193548387,0.08870967741935484,-0.004032258064516139,0.004032258064516129,0.004032258064516129,0.0,0.03225806451612903,0.036290322580645164,-0.004032258064516132,0.05241935483870968,0.056451612903225805,-0.0040322580645161255,0.028225806451612902,248
FD004,42,core,rast,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.125,0.08870967741935484,0.03629032258064516,0.0,0.004032258064516129,-0.004032258064516129,0.06854838709677419,0.036290322580645164,0.032258064516129024,0.06854838709677419,0.056451612903225805,0.012096774193548383,0.036290322580645164,248
FD004,42,asym,core,10.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.0846774193548387,0.125,-0.040322580645161296,0.004032258064516129,0.0,0.004032258064516129,0.03225806451612903,0.06854838709677419,-0.03629032258064516,0.05241935483870968,0.06854838709677419,-0.01612903225806451,0.04032258064516129,248
FD004,42,asym,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.0846774193548387,0.08870967741935484,-0.004032258064516139,0.004032258064516129,0.004032258064516129,0.0,0.03225806451612903,0.036290322580645164,-0.004032258064516132,0.07258064516129033,0.07661290322580645,-0.0040322580645161255,0.028225806451612902,248
FD004,42,core,rast,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.125,0.08870967741935484,0.03629032258064516,0.0,0.004032258064516129,-0.004032258064516129,0.06854838709677419,0.036290322580645164,0.032258064516129024,0.06854838709677419,0.07661290322580645,-0.008064516129032265,0.036290322580645164,248
FD004,42,asym,core,10.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.0846774193548387,0.125,-0.040322580645161296,0.004032258064516129,0.0,0.004032258064516129,0.03225806451612903,0.06854838709677419,-0.03629032258064516,0.07258064516129033,0.06854838709677419,0.004032258064516139,0.04032258064516129,248
FD004,42,asym,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1935483870967742,0.18548387096774194,0.008064516129032251,0.0,0.004032258064516129,-0.004032258064516129,0.03225806451612903,0.028225806451612902,0.004032258064516129,0.03225806451612903,0.036290322580645164,-0.004032258064516132,0.03225806451612903,248
FD004,42,core,rast,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1975806451612903,0.18548387096774194,0.012096774193548376,0.0,0.004032258064516129,-0.004032258064516129,0.036290322580645164,0.028225806451612902,0.008064516129032261,0.036290322580645164,0.036290322580645164,0.0,0.020161290322580645,248
FD004,42,asym,core,20.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1935483870967742,0.1975806451612903,-0.0040322580645161255,0.0,0.0,0.0,0.03225806451612903,0.036290322580645164,-0.004032258064516132,0.03225806451612903,0.036290322580645164,-0.004032258064516132,0.012096774193548387,248
FD004,42,asym,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1935483870967742,0.18548387096774194,0.008064516129032251,0.0,0.004032258064516129,-0.004032258064516129,0.03225806451612903,0.028225806451612902,0.004032258064516129,0.03225806451612903,0.04838709677419355,-0.016129032258064516,0.03225806451612903,248
FD004,42,core,rast,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1975806451612903,0.18548387096774194,0.012096774193548376,0.0,0.004032258064516129,-0.004032258064516129,0.036290322580645164,0.028225806451612902,0.008064516129032261,0.036290322580645164,0.04838709677419355,-0.012096774193548383,0.020161290322580645,248
FD004,42,asym,core,20.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1935483870967742,0.1975806451612903,-0.0040322580645161255,0.0,0.0,0.0,0.03225806451612903,0.036290322580645164,-0.004032258064516132,0.03225806451612903,0.036290322580645164,-0.004032258064516132,0.012096774193548387,248
FD004,42,asym,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1935483870967742,0.18548387096774194,0.008064516129032251,0.0,0.004032258064516129,-0.004032258064516129,0.03225806451612903,0.028225806451612902,0.004032258064516129,0.03225806451612903,0.06854838709677419,-0.03629032258064516,0.03225806451612903,248
FD004,42,core,rast,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1975806451612903,0.18548387096774194,0.012096774193548376,0.0,0.004032258064516129,-0.004032258064516129,0.036290322580645164,0.028225806451612902,0.008064516129032261,0.036290322580645164,0.06854838709677419,-0.032258064516129024,0.020161290322580645,248
FD004,42,asym,core,20.0,10.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.1935483870967742,0.1975806451612903,-0.0040322580645161255,0.0,0.0,0.0,0.03225806451612903,0.036290322580645164,-0.004032258064516132,0.03225806451612903,0.036290322580645164,-0.004032258064516132,0.012096774193548387,248
FD004,42,asym,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2661290322580645,0.24193548387096775,0.024193548387096753,0.004032258064516129,0.008064516129032258,-0.004032258064516129,0.056451612903225805,0.036290322580645164,0.02016129032258064,0.06451612903225806,0.05241935483870968,0.012096774193548383,0.024193548387096774,248
FD004,42,core,rast,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.25806451612903225,0.24193548387096775,0.016129032258064502,0.008064516129032258,0.008064516129032258,0.0,0.05241935483870968,0.036290322580645164,0.016129032258064516,0.06854838709677419,0.05241935483870968,0.01612903225806451,0.024193548387096774,248
FD004,42,asym,core,30.0,2.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2661290322580645,0.25806451612903225,0.008064516129032251,0.004032258064516129,0.008064516129032258,-0.004032258064516129,0.056451612903225805,0.05241935483870968,0.0040322580645161255,0.06451612903225806,0.06854838709677419,-0.0040322580645161255,0.008064516129032258,248
FD004,42,asym,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.2661290322580645,0.24193548387096775,0.024193548387096753,0.004032258064516129,0.008064516129032258,-0.004032258064516129,0.056451612903225805,0.036290322580645164,0.02016129032258064,0.07661290322580645,0.07661290322580645,0.0,0.024193548387096774,248
FD004,42,core,rast,30.0,5.0,test engine endpoint,post-result exploratory static maintenance-triage sensitivity,0.25806451612903225,0.24193548387096775,0.016129032258064502,0.008064516129032258,0.008064516129032258,0.0,0.05241935483870968,0.036290322580645164,0.016129032258064516,0.09274193548387097,0.07661290322580645,0.016129032258064516,0.024193548387096774,248
